1.370906829833984375e-06,1.192092895507812500e-07,1.788139343261718750e-07,4.768371582031250000e-07,8.642673492431640625e-07,0.000000000000000000e+00
2.889731526374816895e-02,2.006709575653076172e-03,3.177862763404846191e-01,2.828240394592285156e-05,4.834342002868652344e-02,3.205239772796630859e-04
3.112852573394775391e-04,2.935528755187988281e-05,4.172325134277343750e-06,1.978874206542968750e-05,9.349018335342407227e-03,2.491474151611328125e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.306005477905273438e-04,3.576278686523437500e-06,3.278255462646484375e-07,1.430511474609375000e-06,2.242624759674072266e-04,4.678964614868164062e-06
1.102685928344726562e-06,6.854534149169921875e-07,1.490116119384765625e-07,1.996755599975585938e-06,7.450580596923828125e-06,2.354383468627929688e-06
8.940696716308593750e-08,5.960464477539062500e-08,0.000000000000000000e+00,1.192092895507812500e-07,3.337860107421875000e-06,2.086162567138671875e-07
8.910894393920898438e-06,1.102685928344726562e-06,1.490116119384765625e-07,1.221895217895507812e-06,1.662969589233398438e-05,1.192092895507812500e-07
8.511543273925781250e-05,4.395842552185058594e-05,3.856420516967773438e-05,3.212094306945800781e-04,5.578994750976562500e-05,1.102685928344726562e-06
1.013278961181640625e-06,1.192092895507812500e-07,0.000000000000000000e+00,2.682209014892578125e-07,5.483627319335937500e-06,5.751848220825195312e-06
2.157688140869140625e-04,1.126229763031005859e-04,2.726912498474121094e-05,4.768371582031250000e-07,2.461671829223632812e-05,5.364418029785156250e-07
8.434057235717773438e-06,1.788139343261718750e-07,0.000000000000000000e+00,4.172325134277343750e-07,3.248453140258789062e-06,0.000000000000000000e+00
1.903975307941436768e-01,8.612871170043945312e-06,1.189112663269042969e-05,3.427267074584960938e-06,8.568167686462402344e-05,5.364418029785156250e-07
2.592802047729492188e-06,1.192092895507812500e-07,0.000000000000000000e+00,1.430511474609375000e-06,1.871585845947265625e-05,3.278255462646484375e-07
6.824731826782226562e-06,1.698732376098632812e-06,1.043081283569335938e-06,9.238719940185546875e-07,4.366040229797363281e-05,6.258487701416015625e-06
1.961252987384796143e-01,1.495093107223510742e-03,6.919533610343933105e-01,1.929402351379394531e-03,1.697487831115722656e-01,4.825592041015625000e-04
1.229941844940185547e-04,1.433491706848144531e-04,7.712841033935546875e-05,7.982492446899414062e-03,1.969933509826660156e-04,4.976987838745117188e-06
1.361966133117675781e-05,1.788139343261718750e-07,1.490116119384765625e-07,3.874301910400390625e-07,5.155801773071289062e-06,8.940696716308593750e-08
5.166105031967163086e-01,1.010838150978088379e-02,7.162648439407348633e-01,1.937061548233032227e-02,1.055046916007995605e-02,5.835294723510742188e-05
4.166364669799804688e-05,8.046627044677734375e-06,6.467103958129882812e-06,8.136034011840820312e-06,5.628466606140136719e-04,4.649162292480468750e-06
7.450580596923828125e-07,8.940696716308593750e-08,8.940696716308593750e-08,1.788139343261718750e-07,2.115964889526367188e-06,5.662441253662109375e-07
6.079673767089843750e-06,1.192092895507812500e-07,0.000000000000000000e+00,2.682209014892578125e-07,2.229213714599609375e-05,2.354383468627929688e-06
5.750060081481933594e-04,2.510190010070800781e-03,1.606345176696777344e-05,6.607803702354431152e-01,5.185604095458984375e-04,1.788139343261718750e-07
1.380532979965209961e-03,6.708502769470214844e-05,9.208917617797851562e-06,2.001821994781494141e-04,4.574888944625854492e-02,3.757332563400268555e-01
1.281499862670898438e-05,3.546476364135742188e-06,6.258487701416015625e-07,2.086162567138671875e-07,2.160668373107910156e-05,1.192092895507812500e-07
8.344650268554687500e-06,7.748603820800781250e-07,1.788139343261718750e-07,1.549720764160156250e-06,5.608797073364257812e-05,1.192092895507812500e-07
7.778406143188476562e-06,3.188848495483398438e-06,3.427267074584960938e-06,2.413988113403320312e-06,1.785159111022949219e-05,2.771615982055664062e-06
1.112431287765502930e-03,2.413988113403320312e-05,1.403689384460449219e-05,9.864568710327148438e-06,4.368135333061218262e-02,1.150369644165039062e-05
5.193144083023071289e-03,1.499652862548828125e-04,8.407921195030212402e-01,2.890825271606445312e-06,6.499052047729492188e-03,3.933906555175781250e-05
2.086162567138671875e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.046627044677734375e-07,0.000000000000000000e+00
2.503395080566406250e-06,8.940696716308593750e-08,0.000000000000000000e+00,6.854534149169921875e-07,8.106231689453125000e-06,2.175569534301757812e-06
8.770823478698730469e-05,7.221102714538574219e-05,1.722574234008789062e-05,1.155078411102294922e-03,8.603930473327636719e-05,3.196895122528076172e-04
1.576528847217559814e-01,5.167722702026367188e-05,1.357793807983398438e-04,2.008974552154541016e-04,6.434920430183410645e-02,1.355409622192382812e-04
7.334351539611816406e-05,1.123547554016113281e-05,7.897615432739257812e-06,1.112222671508789062e-04,1.178443431854248047e-03,6.130696535110473633e-01
3.308057785034179688e-06,2.086162567138671875e-06,1.341104507446289062e-06,2.327561378479003906e-05,7.748603820800781250e-07,0.000000000000000000e+00
9.316205978393554688e-05,3.910958766937255859e-04,2.020597457885742188e-05,3.092703223228454590e-02,5.424022674560546875e-05,3.248453140258789062e-06
5.150735378265380859e-04,2.100765705108642578e-04,2.649426460266113281e-05,6.794929504394531250e-06,4.172325134277343750e-06,0.000000000000000000e+00
2.413988113403320312e-06,5.960464477539062500e-08,0.000000000000000000e+00,9.238719940185546875e-07,2.688169479370117188e-05,1.788139343261718750e-07
1.154839992523193359e-03,2.884864807128906250e-05,1.230835914611816406e-05,5.662441253662109375e-06,9.730458259582519531e-05,9.924173355102539062e-06
1.668930053710937500e-06,2.086162567138671875e-07,2.682209014892578125e-07,3.874301910400390625e-07,2.712011337280273438e-06,5.960464477539062500e-08
2.201378345489501953e-03,1.194655895233154297e-03,3.963708877563476562e-06,6.092559099197387695e-01,5.894124507904052734e-03,1.081824302673339844e-05
1.248562335968017578e-02,1.088798046112060547e-03,9.033083915710449219e-05,2.012401819229125977e-03,1.906722784042358398e-03,4.759430885314941406e-05
7.948279380798339844e-05,6.198883056640625000e-06,1.013278961181640625e-06,6.616115570068359375e-05,1.990944147109985352e-03,1.017663478851318359e-01
7.843971252441406250e-05,2.533197402954101562e-06,2.801418304443359375e-06,1.236796379089355469e-05,9.953975677490234375e-06,5.960464477539062500e-08
1.581907272338867188e-04,1.311302185058593750e-06,7.748603820800781250e-07,1.183152198791503906e-05,3.976225852966308594e-04,4.542559385299682617e-03
2.316236495971679688e-04,3.546476364135742188e-06,2.682209014892578125e-07,1.013278961181640625e-06,1.214444637298583984e-04,2.887845039367675781e-05
1.637041568756103516e-04,9.736418724060058594e-05,3.555417060852050781e-05,5.212426185607910156e-05,1.513659954071044922e-04,1.546740531921386719e-05
1.043081283569335938e-06,1.192092895507812500e-07,8.940696716308593750e-08,1.490116119384765625e-07,1.174211502075195312e-05,0.000000000000000000e+00
5.960464477539062500e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.940696716308593750e-08,0.000000000000000000e+00
5.608797073364257812e-05,1.192092895507812500e-07,2.980232238769531250e-08,1.013278961181640625e-06,2.437829971313476562e-05,1.788139343261718750e-07
1.788139343261718750e-07,2.980232238769531250e-08,5.960464477539062500e-08,0.000000000000000000e+00,3.874301910400390625e-07,2.086162567138671875e-07
6.258487701416015625e-07,8.940696716308593750e-08,8.940696716308593750e-08,1.192092895507812500e-07,3.218650817871093750e-06,2.384185791015625000e-07
7.690638303756713867e-03,4.768371582031250000e-07,3.576278686523437500e-07,3.546476364135742188e-06,2.178549766540527344e-05,2.682209014892578125e-07
5.662441253662109375e-07,1.198053359985351562e-05,6.258487701416015625e-07,2.980232238769531250e-07,7.897615432739257812e-06,6.228685379028320312e-06
1.579523086547851562e-06,5.066394805908203125e-07,6.556510925292968750e-07,5.960464477539062500e-08,1.788139343261718750e-06,8.940696716308593750e-08
7.480382919311523438e-06,2.086162567138671875e-07,1.490116119384765625e-07,2.806484699249267578e-04,2.831220626831054688e-06,0.000000000000000000e+00
5.729037523269653320e-02,7.800757884979248047e-04,3.469616174697875977e-03,1.718580722808837891e-03,2.810359001159667969e-04,1.055002212524414062e-05
3.729194402694702148e-03,4.805237054824829102e-03,5.214941501617431641e-01,4.127472639083862305e-03,1.790821552276611328e-04,4.857778549194335938e-05
2.058097720146179199e-02,6.446242332458496094e-05,2.950429916381835938e-05,1.731514930725097656e-05,3.712773323059082031e-04,3.963708877563476562e-06
9.655952453613281250e-06,1.072883605957031250e-06,4.172325134277343750e-07,5.066394805908203125e-07,1.186132431030273438e-05,1.111626625061035156e-05
1.833081245422363281e-03,4.621744155883789062e-04,1.639127731323242188e-06,5.599856376647949219e-05,1.496374607086181641e-04,6.854534149169921875e-07
4.262030124664306641e-04,1.192092895507812500e-05,4.053115844726562500e-06,5.543231964111328125e-06,2.018839120864868164e-03,8.344650268554687500e-07
3.975629806518554688e-05,1.639127731323242188e-06,1.698732376098632812e-06,1.162290573120117188e-06,1.004338264465332031e-05,2.980232238769531250e-08
1.552477478981018066e-02,7.629394531250000000e-06,2.115964889526367188e-06,4.035234451293945312e-05,4.884770512580871582e-02,3.128945827484130859e-04
5.215406417846679688e-06,3.576278686523437500e-07,0.000000000000000000e+00,7.152557373046875000e-07,5.334615707397460938e-06,7.051229476928710938e-05
1.880526542663574219e-05,8.642673492431640625e-07,9.238719940185546875e-07,2.384185791015625000e-07,1.510977745056152344e-05,0.000000000000000000e+00
4.249103665351867676e-01,7.984133958816528320e-01,6.586313247680664062e-03,1.365542411804199219e-04,4.667222499847412109e-03,5.304813385009765625e-06
1.877773404121398926e-01,1.838144659996032715e-02,2.908706665039062500e-05,7.145736217498779297e-01,8.582174777984619141e-04,0.000000000000000000e+00
6.547570228576660156e-05,5.602836608886718750e-06,2.384185791015625000e-07,8.517503738403320312e-05,8.935630321502685547e-04,6.110674142837524414e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.384185791015625000e-07,0.000000000000000000e+00
9.655952453613281250e-06,1.907348632812500000e-06,2.086162567138671875e-07,2.071261405944824219e-05,1.147389411926269531e-05,3.576278686523437500e-07
7.152557373046875000e-07,8.940696716308593750e-08,5.960464477539062500e-08,1.490116119384765625e-07,2.837181091308593750e-05,0.000000000000000000e+00
3.497600555419921875e-04,4.866421222686767578e-04,5.888938903808593750e-05,3.232330083847045898e-03,3.227055072784423828e-03,2.012574672698974609e-02
5.596876144409179688e-05,6.139278411865234375e-06,3.278255462646484375e-07,1.500844955444335938e-04,8.675754070281982422e-04,4.045894742012023926e-02
8.947759866714477539e-03,7.271260023117065430e-03,2.495050430297851562e-04,5.108144879341125488e-01,8.234858512878417969e-03,2.306699752807617188e-05
1.579523086547851562e-05,1.698732376098632812e-06,2.384185791015625000e-06,6.556510925292968750e-07,8.940696716308593750e-06,2.086162567138671875e-07
6.481751799583435059e-01,4.270374774932861328e-04,3.240704536437988281e-04,4.084706306457519531e-04,3.028631210327148438e-03,8.761882781982421875e-06
1.210868358612060547e-04,4.768371582031250000e-07,1.788139343261718750e-06,3.874301910400390625e-07,3.486871719360351562e-06,1.788139343261718750e-07
7.182359695434570312e-06,9.119510650634765625e-06,1.698732376098632812e-06,4.059314727783203125e-03,7.182359695434570312e-06,2.086162567138671875e-07
3.178119659423828125e-04,1.773238182067871094e-05,3.039836883544921875e-06,1.162499189376831055e-03,2.664327621459960938e-05,4.470348358154296875e-07
1.856684684753417969e-05,5.066394805908203125e-07,3.188848495483398438e-06,5.960464477539062500e-07,7.629394531250000000e-06,8.940696716308593750e-08
3.129243850708007812e-06,6.258487701416015625e-07,4.768371582031250000e-07,1.130998134613037109e-04,4.827976226806640625e-06,8.940696716308593750e-08
5.364418029785156250e-07,7.748603820800781250e-07,1.102685928344726562e-06,2.682209014892578125e-07,1.400709152221679688e-06,2.980232238769531250e-08
1.543760299682617188e-04,1.221895217895507812e-06,4.172325134277343750e-07,3.582239151000976562e-05,2.813339233398437500e-05,1.192092895507812500e-07
2.653074264526367188e-01,1.721382141113281250e-04,2.275705337524414062e-04,4.670023918151855469e-05,1.124083995819091797e-03,1.505017280578613281e-05
1.250803470611572266e-04,6.741285324096679688e-05,8.895099163055419922e-04,8.702278137207031250e-06,6.332099437713623047e-04,2.339482307434082031e-05
3.904104232788085938e-06,9.536743164062500000e-07,2.980232238769531250e-07,5.662441253662109375e-07,9.593367576599121094e-05,4.529953002929687500e-06
1.171231269836425781e-05,1.043081283569335938e-06,5.662441253662109375e-07,1.192092895507812500e-06,5.841255187988281250e-05,1.013278961181640625e-06
6.079673767089843750e-06,1.109540462493896484e-04,1.040101051330566406e-05,0.000000000000000000e+00,2.697110176086425781e-05,8.940696716308593750e-08
3.099441528320312500e-06,6.854534149169921875e-07,1.788139343261718750e-07,1.192092895507812500e-06,2.187490463256835938e-05,4.589557647705078125e-06
3.713477849960327148e-01,1.080840826034545898e-03,6.043626666069030762e-01,6.038844585418701172e-04,1.845613121986389160e-02,3.004968166351318359e-04
2.551078796386718750e-05,1.788139343261718750e-07,8.940696716308593750e-08,1.788139343261718750e-07,1.889467239379882812e-05,1.490116119384765625e-07
2.011656761169433594e-05,9.387731552124023438e-06,1.758337020874023438e-06,1.490116119384765625e-06,1.987814903259277344e-05,8.476972579956054688e-04
1.531839370727539062e-05,2.533197402954101562e-06,2.980232238769531250e-07,9.566545486450195312e-06,1.126825809478759766e-04,1.367926597595214844e-04
4.455447196960449219e-05,9.008646011352539062e-04,1.168251037597656250e-05,1.880526542663574219e-05,3.024935722351074219e-05,2.202391624450683594e-05
3.518459796905517578e-01,1.794099807739257812e-05,6.407499313354492188e-06,1.782178878784179688e-05,1.818931102752685547e-02,1.059770584106445312e-04
3.755092620849609375e-06,6.258487701416015625e-07,8.940696716308593750e-08,5.424022674560546875e-06,4.297494888305664062e-05,0.000000000000000000e+00
1.083910465240478516e-04,1.408189535140991211e-03,6.556510925292968750e-06,5.569744110107421875e-01,1.417696475982666016e-04,7.152557373046875000e-07
1.944154500961303711e-03,1.730024814605712891e-04,8.622061014175415039e-01,6.377696990966796875e-05,7.285624742507934570e-03,8.910894393920898438e-05
2.118945121765136719e-05,7.152557373046875000e-07,0.000000000000000000e+00,3.874301910400390625e-07,2.028942108154296875e-04,1.788139343261718750e-07
2.145767211914062500e-06,5.066394805908203125e-07,8.940696716308593750e-08,1.102685928344726562e-06,3.215670585632324219e-05,1.788139343261718750e-07
5.313754081726074219e-05,4.470348358154296875e-06,2.086162567138671875e-06,1.412630081176757812e-05,4.857778549194335938e-06,2.086162567138671875e-07
1.013278961181640625e-06,7.152557373046875000e-07,2.980232238769531250e-08,9.536743164062500000e-07,1.358985900878906250e-05,1.490116119384765625e-07
2.768009901046752930e-03,6.410777568817138672e-04,7.066432237625122070e-01,1.139044761657714844e-04,3.467381000518798828e-03,1.502335071563720703e-04
